,filename,corrcoeff
1,20170924_A12_tower_EO_12mm_0001.TIF,0.9786401360665261
2,20170924_A12_tower_EO_12mm_0002.TIF,0.9788038296019526
3,20170924_A12_tower_EO_12mm_0003.TIF,0.9798723497794116
4,20170924_A12_tower_EO_12mm_0004.TIF,0.9805990242788233
5,20170924_A12_tower_EO_12mm_0005.TIF,0.98049799226961
6,20170924_A12_tower_EO_12mm_0006.TIF,0.9798684235554764
7,20170924_A12_tower_EO_12mm_0007.TIF,0.7247055930629689
8,20170924_A12_tower_EO_12mm_0008.TIF,0.7230820512029174
9,20170924_A12_tower_EO_12mm_0009.TIF,0.9810560959821751
10,20170924_A12_tower_EO_12mm_0010.TIF,0.9808091673468721
11,20170924_A12_tower_EO_12mm_0011.TIF,0.9800860642629624
12,20170924_A12_tower_EO_12mm_0012.TIF,0.9795215064795638
13,20170924_A12_tower_EO_12mm_0013.TIF,0.9776739705510831
14,20170924_A12_tower_EO_12mm_0014.TIF,0.9768461408460645
15,20170924_A12_tower_EO_12mm_0015.TIF,0.9763987070749492
16,20170924_A12_tower_EO_12mm_0016.TIF,0.9771549855923718
17,20170924_A12_tower_EO_12mm_0017.TIF,0.9765884458811182
18,20170924_A12_tower_EO_12mm_0018.TIF,0.9763847571291009
19,20170924_A12_tower_EO_12mm_0019.TIF,0.975985990144011
20,20170924_A12_tower_EO_12mm_0020.TIF,0.9751183511496375
21,20170924_A12_tower_EO_12mm_0021.TIF,0.9754766683148951
22,20170924_A12_tower_EO_12mm_0022.TIF,0.9764297966907213
23,20170924_A12_tower_EO_12mm_0023.TIF,0.9766853610371399
24,20170924_A12_tower_EO_12mm_0024.TIF,0.9774581048784559
25,20170924_A12_tower_EO_12mm_0025.TIF,0.9771846351828443
26,20170924_A12_tower_EO_12mm_0026.TIF,0.9777171183255796
27,20170924_A12_tower_EO_12mm_0027.TIF,0.9776106194325599
28,20170924_A12_tower_EO_12mm_0028.TIF,0.9765952819371656
29,20170924_A12_tower_EO_12mm_0029.TIF,0.9754939771865161
30,20170924_A12_tower_EO_12mm_0030.TIF,0.9749486867871451
31,20170924_A12_tower_EO_12mm_0031.TIF,0.9752849076532049
32,20170924_A12_tower_EO_12mm_0032.TIF,0.9750477911215799
33,20170924_A12_tower_EO_12mm_0033.TIF,0.9756689578530899
34,20170924_A12_tower_EO_12mm_0034.TIF,0.9770461440258534
35,20170924_A12_tower_EO_12mm_0035.TIF,0.9771432621295268
